88
100
94
92
87
93
96
99
100
99
100
104
105
103
105
108
107
105
105
101
110
104
101
107
104
94
88
94
96
99
105
101
101
93
93
97
94
97
107
106
101
101
111
111
107
109
111
105
107
109
109
105
109
105
100
108
112
111
115
115
113
115
113
118
113
109
111
106
106
111
111
108
109
110
111
109
102
98
97
97
95
95
100
99
95
95
100
98
99
103
103
97
103
105
107
101
95
